DATAFLOW,LAST UPDATE,freq,indic_em,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2010,61.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2011,61.6,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2012,61.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2013,62.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2014,62.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2015,64.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2016,67.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2017,69.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2018,70.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2019,71.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2020,70.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2021,70.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2022,72.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2023,73.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2024,73.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2025,73.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2009,25.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2010,28.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2011,29.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2012,30.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2013,31.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2014,31.6,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2015,32.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2016,33.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2017,34.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2018,35.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2019,34.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2020,32.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2021,34.2,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2022,37.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2023,38.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2024,39.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Türkiye,2025,39.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2009,78.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2010,79.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2011,79.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2012,79.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2013,79.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2014,78.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2015,78.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2016,78.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2017,79.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2018,80.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2019,81.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2020,79.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2021,79.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2022,81.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2023,81.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2024,80.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Austria,2025,81.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bosnia and Herzegovina,2021,66.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bosnia and Herzegovina,2022,67.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bosnia and Herzegovina,2023,69.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bosnia and Herzegovina,2024,71.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bosnia and Herzegovina,2025,73.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2009,73.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2010,73.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2011,73.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2012,72.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2013,72.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2014,71.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2015,71.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2016,72.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2017,73.4,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2018,73.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2019,74.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2020,73.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2021,74.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2022,75.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2023,75.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2024,76.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Belgium,2025,76.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2009,72.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2010,67.8,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2011,65.2,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2012,65.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2013,65.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2014,67.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2015,69.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2016,70.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2017,74.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2018,75.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2019,78.3,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2020,76.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Males,Bulgaria,2021,77.5,,
